usage_date,client_id,service_type,domain,action,product_id,invoice_category,timezone,bandwidth_mb,total_request,success_request,usd_rate,revenue_usd
2026-01-22,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,5815,5535,0.00150000,8.302500
2026-01-22,4,Account,auth.dfnet.io,payhub-account-pool,33,Account Pool Global,UTC,0.0,43313,41208,0.00020000,8.241600
2026-01-22,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,128392,119835,0.00028000,33.553800
2026-01-22,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,69219,66378,0.00028000,18.585840
2026-01-22,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,25884,25048,0.00032000,8.015360
2026-01-22,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,32156.43,455087,444171,0.00045000,14.470394
2026-01-22,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,20437,18801,0.00180000,33.841800
2026-01-22,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,14839,13842,0.00120000,16.610400
2026-01-22,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,7388,6940,0.00090000,6.246000
2026-01-22,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,11196,10495,0.00060000,6.297000
2026-01-22,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,10203,9995,0.00028000,2.798600
2026-01-22,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,22864.58,295540,290009,0.00048000,10.974998
2026-01-22,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,8933,8717,0.00180000,15.690600
2026-01-22,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,3634,3417,0.00150000,5.125500
2026-01-22,6,Scraper,luminahome.com,lumina-review,45,Lumina Reviews,Asia/Singapore,0.0,8642,8070,0.00060000,4.842000
2026-01-22,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,6503,6197,0.00250000,15.492500
2026-01-22,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,4395,4145,0.00120000,4.974000
2026-01-22,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,4744,4526,0.00090000,4.073400
2026-01-22,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,6233,5756,0.00060000,3.453600
2026-01-22,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,14650.06,149041,138661,0.00050000,7.325030
2026-01-22,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,6112,5959,0.00220000,13.109800
2026-01-22,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,3737,3653,0.00090000,3.287700
2026-01-22,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,4344,4156,0.00060000,2.493600
2026-01-22,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,13819.97,224495,215013,0.00045000,6.218986
2026-01-22,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,7504,6999,0.00180000,12.598200
2026-01-22,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,2258,2118,0.00150000,3.177000
2026-01-22,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,15278,14455,0.00020000,2.891000
2026-01-22,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,9219.7,116656,114315,0.00050000,4.609850
2026-01-22,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,34857,32255,0.00028000,9.031400
2026-01-22,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,7510,7149,0.00110000,7.863900
2026-01-22,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,3210,2957,0.00110000,3.252700
2026-01-22,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,2228,2064,0.00090000,1.857600
2026-01-22,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,4576.82,65688,60843,0.00048000,2.196874
2026-01-22,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,3957,3697,0.00180000,6.654600
2026-01-22,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,1944,1830,0.00150000,2.745000
2026-01-22,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,6517,6202,0.00020000,1.240400
2026-01-22,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,1384,1318,0.00180000,2.372400
2026-01-22,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,2261,2178,0.00020000,0.435600
2026-01-22,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,1032,1005,0.00090000,0.904500
2026-01-23,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,31244,30386,0.00300000,91.158000
2026-01-23,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,14494,14338,0.00300000,43.014000
2026-01-23,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,17044,15997,0.00150000,23.995500
2026-01-23,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,16332,15313,0.00125000,19.141250
2026-01-23,2,Payments,pay.vendora.com.br,vendora-checkout,17,Payments/Vendora,America/Sao_Paulo,0.0,33303,31738,0.00028000,8.886640
2026-01-23,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,50454.84,626785,607331,0.00045000,22.704678
2026-01-23,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,23504.52,271148,250632,0.00050000,11.752260
2026-01-23,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,26311,26248,0.00180000,47.246400
2026-01-23,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,11141,10630,0.00150000,15.945000
2026-01-23,2,Scraper,vendora.com.br,vendora-seller,16,Vendora Marketplace,America/Sao_Paulo,0.0,9651,9312,0.00090000,8.380800
2026-01-23,3,Account,auth.dfnet.io,zenkart-account-pool,28,Account Pool SEA,Asia/Jakarta,0.0,26004,25030,0.00020000,5.006000
2026-01-23,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,40404.51,447389,423898,0.00048000,19.394165
2026-01-23,3,Proxy,edge.dfproxy.net,proxy-zenkart-t2,25,Proxy Edge,Asia/Jakarta,20200.07,240568,227440,0.00050000,10.100035
2026-01-23,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,24096,22466,0.00180000,40.438800
2026-01-23,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,9602,9346,0.00110000,10.280600
2026-01-23,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,5794,5555,0.00150000,8.332500
2026-01-23,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,7678,7525,0.00090000,6.772500
2026-01-23,3,Scraper,zenkart.sg,zenkart-voucher,27,Zenkart Promo,Asia/Jakarta,0.0,11301,10957,0.00060000,6.574200
2026-01-23,4,Account,auth.dfnet.io,payhub-account-pool,33,Account Pool Global,UTC,0.0,49496,47226,0.00020000,9.445200
2026-01-23,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,108026,100466,0.00028000,28.130480
2026-01-23,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,61377,59470,0.00028000,16.651600
2026-01-23,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,36243,34962,0.00032000,11.187840
2026-01-23,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,21486.73,307040,296792,0.00045000,9.669028
2026-01-23,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,18053,16978,0.00180000,30.560400
2026-01-23,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,11014,10477,0.00120000,12.572400
2026-01-23,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,8653,8021,0.00090000,7.218900
2026-01-23,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,9653,9104,0.00060000,5.462400
2026-01-23,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,8990,8753,0.00028000,2.450840
2026-01-23,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,16252.82,210784,206147,0.00048000,7.801354
2026-01-23,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,9828,9540,0.00180000,17.172000
2026-01-23,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,3205,3003,0.00150000,4.504500
2026-01-23,6,Scraper,lumina-retail.com,lumina-stock,44,Lumina Inventory,Asia/Singapore,0.0,3828,3554,0.00090000,3.198600
2026-01-23,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,5335,5109,0.00250000,12.772500
2026-01-23,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,5592,5243,0.00120000,6.291600
2026-01-23,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,4801,4592,0.00090000,4.132800
2026-01-23,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,3744,3543,0.00060000,2.125800
2026-01-23,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,10805.0,108384,102268,0.00050000,5.402500
2026-01-23,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,5229,5100,0.00220000,11.220000
2026-01-23,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,3746,3597,0.00090000,3.237300
2026-01-23,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,3777,3623,0.00060000,2.173800
2026-01-23,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,14827.02,242080,230681,0.00045000,6.672159
2026-01-23,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,6540,6158,0.00180000,11.084400
2026-01-23,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,2399,2284,0.00150000,3.426000
2026-01-23,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,11871,11413,0.00020000,2.282600
2026-01-23,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,9092.76,117180,112741,0.00050000,4.546380
2026-01-23,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,38831,36610,0.00028000,10.250800
2026-01-23,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,9518,9181,0.00110000,10.099100
2026-01-23,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,3657,3408,0.00110000,3.748800
2026-01-23,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,2023,1897,0.00090000,1.707300
2026-01-23,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,3995.64,56088,53117,0.00048000,1.917907
2026-01-23,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,3988,3726,0.00180000,6.706800
2026-01-23,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,1911,1800,0.00150000,2.700000
2026-01-23,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,6989,6663,0.00020000,1.332600
2026-01-23,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,1333,1268,0.00180000,2.282400
2026-01-23,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,3269,3202,0.00020000,0.640400
2026-01-23,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,1146,1132,0.00090000,1.018800
2026-01-24,1,Account,auth.dfnet.io,rakuza-account-pool,11,Account Pool KR,Asia/Seoul,0.0,49285,47278,0.00020000,9.455600
2026-01-24,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,29186,28613,0.00300000,85.839000
2026-01-24,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,10553,10370,0.00300000,31.110000
2026-01-24,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,17693,16359,0.00150000,24.538500
2026-01-24,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,12275,11321,0.00125000,14.151250
2026-01-24,1,Scraper,rakuza.com,rakuza-brand-store,7,Rakuza Promo,Asia/Seoul,0.0,10550,10192,0.00125000,12.740000
2026-01-24,1,Scraper,rakuza.co.kr,rakuza-coupon,9,Rakuza Promo,Asia/Seoul,0.0,18679,17998,0.00060000,10.798800
2026-01-24,1,Scraper,rakuza.com,rakuza-sitemap,10,Rakuza Discovery,Asia/Seoul,0.0,30955,30110,0.00028000,8.430800
2026-01-24,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,56616.89,699608,681504,0.00045000,25.477600
2026-01-24,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,16194.9,187047,172688,0.00050000,8.097450
2026-01-24,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,25000,24795,0.00180000,44.631000
2026-01-24,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,7307,6953,0.00150000,10.429500
2026-01-24,2,Scraper,vendora.com.br,vendora-category,18,Vendora Discovery,America/Sao_Paulo,0.0,9768,9411,0.00090000,8.469900
2026-01-24,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,39718.24,441868,416698,0.00048000,19.064755
2026-01-24,3,Proxy,edge.dfproxy.net,proxy-zenkart-t2,25,Proxy Edge,Asia/Jakarta,16311.49,198151,183657,0.00050000,8.155745
2026-01-24,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,16857,15724,0.00180000,28.303200
2026-01-24,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,7744,7628,0.00110000,8.390800
2026-01-24,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,3434,3262,0.00150000,4.893000
2026-01-24,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,5430,5300,0.00090000,4.770000
2026-01-24,3,Scraper,zenkart.co.id,zenkart-brand-store,26,Zenkart Promo,Asia/Jakarta,0.0,4674,4576,0.00125000,5.720000
2026-01-24,3,Scraper,zenkart.sg,zenkart-voucher,27,Zenkart Promo,Asia/Jakarta,0.0,8844,8598,0.00060000,5.158800
2026-01-24,4,Account,auth.dfnet.io,payhub-account-pool,33,Account Pool Global,UTC,0.0,38343,37144,0.00020000,7.428800
2026-01-24,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,114470,106212,0.00028000,29.739360
2026-01-24,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,43757,42136,0.00028000,11.798080
2026-01-24,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,23048,22342,0.00032000,7.149440
2026-01-24,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,17108.24,239936,236313,0.00045000,7.698708
2026-01-24,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,17386,16009,0.00180000,28.816200
2026-01-24,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,9164,8652,0.00120000,10.382400
2026-01-24,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,5763,5403,0.00090000,4.862700
2026-01-24,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,7553,7148,0.00060000,4.288800
2026-01-24,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,8083,7838,0.00028000,2.194640
2026-01-24,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,15326.02,200131,194391,0.00048000,7.356490
2026-01-24,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,8555,8356,0.00180000,15.040800
2026-01-24,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,3197,3005,0.00150000,4.507500
2026-01-24,6,Scraper,lumina-retail.com,lumina-stock,44,Lumina Inventory,Asia/Singapore,0.0,3068,2909,0.00090000,2.618100
2026-01-24,6,Scraper,luminahome.com,lumina-review,45,Lumina Reviews,Asia/Singapore,0.0,5908,5579,0.00060000,3.347400
2026-01-24,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,4122,3945,0.00250000,9.862500
2026-01-24,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,4154,3942,0.00120000,4.730400
2026-01-24,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,4159,3927,0.00090000,3.534300
2026-01-24,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,5124,4720,0.00060000,2.832000
2026-01-24,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,10361.36,105261,98069,0.00050000,5.180680
2026-01-24,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,6231,6132,0.00220000,13.490400
2026-01-24,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,3014,2911,0.00090000,2.619900
2026-01-24,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,3206,3070,0.00060000,1.842000
2026-01-24,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,11467.81,185568,178418,0.00045000,5.160514
2026-01-24,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,6246,5755,0.00180000,10.359000
2026-01-24,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,1676,1572,0.00150000,2.358000
2026-01-24,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,13868,13301,0.00020000,2.660200
2026-01-24,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,5677.21,71620,70391,0.00050000,2.838605
2026-01-24,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,30763,28944,0.00028000,8.104320
2026-01-24,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,4936,4793,0.00110000,5.272300
2026-01-24,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,3284,3049,0.00110000,3.353900
2026-01-24,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,2176,2002,0.00090000,1.801800
2026-01-24,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,3679.34,52604,48912,0.00048000,1.766083
2026-01-24,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,3308,3098,0.00180000,5.576400
2026-01-24,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,1979,1864,0.00150000,2.796000
2026-01-24,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,4513,4300,0.00020000,0.860000
2026-01-24,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,1389,1332,0.00180000,2.397600
2026-01-24,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,1914,1873,0.00020000,0.374600
2026-01-24,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,802,784,0.00090000,0.705600
2026-01-25,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,22494,21915,0.00300000,65.745000
2026-01-25,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,13902,13736,0.00300000,41.208000
2026-01-25,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,13955,12987,0.00150000,19.480500
2026-01-25,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,13951,13133,0.00125000,16.416250
2026-01-25,1,Scraper,rakuza.com,rakuza-sitemap,10,Rakuza Discovery,Asia/Seoul,0.0,35754,34719,0.00028000,9.721320
2026-01-25,2,Payments,pay.vendora.com.br,vendora-checkout,17,Payments/Vendora,America/Sao_Paulo,0.0,22759,21724,0.00028000,6.082720
2026-01-25,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,53412.8,665937,642936,0.00045000,24.035760
2026-01-25,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,17533.0,202338,186957,0.00050000,8.766500
2026-01-25,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,26370,26254,0.00180000,47.257200
2026-01-25,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,8813,8460,0.00150000,12.690000
2026-01-25,2,Scraper,vendora.com.br,vendora-seller,16,Vendora Marketplace,America/Sao_Paulo,0.0,9253,8932,0.00090000,8.038800
2026-01-25,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,33483.8,373084,351290,0.00048000,16.072224
2026-01-25,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,19974,18999,0.00180000,34.198200
2026-01-25,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,8059,7802,0.00110000,8.582200
2026-01-25,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,5333,5123,0.00150000,7.684500
2026-01-25,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,7506,7188,0.00090000,6.469200
2026-01-25,3,Scraper,zenkart.co.id,zenkart-brand-store,26,Zenkart Promo,Asia/Jakarta,0.0,5231,5078,0.00125000,6.347500
2026-01-25,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,120850,114091,0.00028000,31.945480
2026-01-25,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,47079,45564,0.00028000,12.757920
2026-01-25,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,24897,24230,0.00032000,7.753600
2026-01-25,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,23625.34,337307,326332,0.00045000,10.631403
2026-01-25,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,14522,13320,0.00180000,23.976000
2026-01-25,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,9886,9281,0.00120000,11.137200
2026-01-25,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,7116,6613,0.00090000,5.951700
2026-01-25,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,9088,8497,0.00060000,5.098200
2026-01-25,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,8552,8240,0.00028000,2.307200
2026-01-25,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,19502.23,252121,247361,0.00048000,9.361070
2026-01-25,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,8714,8497,0.00180000,15.294600
2026-01-25,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,2910,2733,0.00150000,4.099500
2026-01-25,6,Scraper,lumina-retail.com,lumina-stock,44,Lumina Inventory,Asia/Singapore,0.0,2835,2630,0.00090000,2.367000
2026-01-25,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,4624,4360,0.00250000,10.900000
2026-01-25,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,4279,4037,0.00120000,4.844400
2026-01-25,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,4112,3861,0.00090000,3.474900
2026-01-25,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,4019,3787,0.00060000,2.272200
2026-01-25,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,11793.73,119223,111626,0.00050000,5.896865
2026-01-25,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,4207,4090,0.00220000,8.998000
